AF-P00927-F1-model_v2.pdb	Relative Contact Order: 0.0417286003138926
AF-P00931-F1-model_v2.pdb	Relative Contact Order: 0.0510166819902886
AF-P00937-F1-model_v2.pdb	Relative Contact Order: 0.0436493832673186
AF-P00942-F1-model_v2.pdb	Relative Contact Order: 0.0842730508848249
AF-P00950-F1-model_v2.pdb	Relative Contact Order: 0.11181771987423
AF-P00958-F1-model_v2.pdb	Relative Contact Order: 0.0523080056385671
AF-P01094-F1-model_v2.pdb	Relative Contact Order: 0.0327521936399432
AF-P01097-F1-model_v2.pdb	Relative Contact Order: 0.0259854112293382
AF-P01098-F1-model_v2.pdb	Relative Contact Order: 0.0258109101975603
AF-P01119-F1-model_v2.pdb	Relative Contact Order: 0.0479125445125818
AF-P01120-F1-model_v2.pdb	Relative Contact Order: 0.0447748853956581
AF-P01123-F1-model_v2.pdb	Relative Contact Order: 0.0846187555501852
AF-P01149-F1-model_v2.pdb	Relative Contact Order: 0.0352193121016553
AF-P02293-F1-model_v2.pdb	Relative Contact Order: 0.0259367565019036
AF-P02294-F1-model_v2.pdb	Relative Contact Order: 0.0257791695012016
AF-P02309-F1-model_v2.pdb	Relative Contact Order: 0.0394910622188666
AF-P02381-F1-model_v2.pdb	Relative Contact Order: 0.0388482108580625
AF-P02400-F1-model_v2.pdb	Relative Contact Order: 0.0359828096078974
AF-P02406-F1-model_v2.pdb	Relative Contact Order: 0.0503784152308209
AF-P02407-F1-model_v2.pdb	Relative Contact Order: 0.0441049132551146
AF-P02557-F1-model_v2.pdb	Relative Contact Order: 0.0601970869977733
AF-P02829-F1-model_v2.pdb	Relative Contact Order: 0.0272020504994762
AF-P02992-F1-model_v2.pdb	Relative Contact Order: 0.059201636177732
AF-P02994-F1-model_v2.pdb	Relative Contact Order: 0.0569573501489013
AF-P03069-F1-model_v2.pdb	Relative Contact Order: 0.00737312041059994
AF-P03870-F1-model_v2.pdb	Relative Contact Order: 0.0508142075453692
AF-P03871-F1-model_v2.pdb	Relative Contact Order: 0.0498542825819636
AF-P03872-F1-model_v2.pdb	Relative Contact Order: 0.0277694724697449
AF-P03873-F1-model_v2.pdb	Relative Contact Order: 0.0289326591664742
AF-P03874-F1-model_v2.pdb	Relative Contact Order: 0.0494752529160577
AF-P03875-F1-model_v2.pdb	Relative Contact Order: 0.0341013150201707
AF-P03876-F1-model_v2.pdb	Relative Contact Order: 0.0341064421168259
AF-P03877-F1-model_v2.pdb	Relative Contact Order: 0.0464725227310728
AF-P03878-F1-model_v2.pdb	Relative Contact Order: 0.0260982441632099
AF-P03879-F1-model_v2.pdb	Relative Contact Order: 0.026210084480102
AF-P03881-F1-model_v2.pdb	Relative Contact Order: 0.0331602925750148
AF-P03882-F1-model_v2.pdb	Relative Contact Order: 0.0676723308398191
AF-P03962-F1-model_v2.pdb	Relative Contact Order: 0.0846103313639216
AF-P03965-F1-model_v2.pdb	Relative Contact Order: 0.041959879067286
AF-P04037-F1-model_v2.pdb	Relative Contact Order: 0.0473912324234905
AF-P04039-F1-model_v2.pdb	Relative Contact Order: 0.030371277386627
AF-P04046-F1-model_v2.pdb	Relative Contact Order: 0.0572620245275638
AF-P04050-F1-model_v2.pdb	Relative Contact Order: 0.0274076386454449
AF-P04051-F1-model_v2.pdb	Relative Contact Order: 0.027744486087674
AF-P04076-F1-model_v2.pdb	Relative Contact Order: 0.052380725212183
AF-P04147-F1-model_v2.pdb	Relative Contact Order: 0.0181842995511135
AF-P04161-F1-model_v2.pdb	Relative Contact Order: 0.0745585266237414
AF-P04173-F1-model_v2.pdb	Relative Contact Order: 0.0806675537457717
AF-P04385-F1-model_v2.pdb	Relative Contact Order: 0.0821395192313459
AF-P04386-F1-model_v2.pdb	Relative Contact Order: 0.0242581374051805
AF-P04387-F1-model_v2.pdb	Relative Contact Order: 0.0808599095653622
AF-P04397-F1-model_v2.pdb	Relative Contact Order: 0.0477598570268841
AF-P04449-F1-model_v2.pdb	Relative Contact Order: 0.027962246907452
AF-P04456-F1-model_v2.pdb	Relative Contact Order: 0.0602563944238278
AF-P04650-F1-model_v2.pdb	Relative Contact Order: 0.0740178449209174
AF-P04710-F1-model_v2.pdb	Relative Contact Order: 0.0633965981279897
AF-P04786-F1-model_v2.pdb	Relative Contact Order: 0.0349700723946087
AF-P04801-F1-model_v2.pdb	Relative Contact Order: 0.0334501905846393
AF-P04802-F1-model_v2.pdb	Relative Contact Order: 0.044300500516838
AF-P04803-F1-model_v2.pdb	Relative Contact Order: 0.0713572909156838
AF-P04806-F1-model_v2.pdb	Relative Contact Order: 0.082802321129713
AF-P04807-F1-model_v2.pdb	Relative Contact Order: 0.0820091440047773
AF-P04817-F1-model_v2.pdb	Relative Contact Order: 0.0838936432827782
AF-P04819-F1-model_v2.pdb	Relative Contact Order: 0.0315909699764442
AF-P04821-F1-model_v2.pdb	Relative Contact Order: 0.0131807774301205
AF-P04840-F1-model_v2.pdb	Relative Contact Order: 0.0820515831367967
AF-P04911-F1-model_v2.pdb	Relative Contact Order: 0.0357230630187812
AF-P04912-F1-model_v2.pdb	Relative Contact Order: 0.0355683663355897
AF-P05030-F1-model_v2.pdb	Relative Contact Order: 0.0319247815081843
AF-P05066-F1-model_v2.pdb	Relative Contact Order: 0.0663380269882162
AF-P05085-F1-model_v2.pdb	Relative Contact Order: 0.0265934939217013
AF-P05150-F1-model_v2.pdb	Relative Contact Order: 0.0832708112897158
AF-P05316-F1-model_v2.pdb	Relative Contact Order: 0.0745172758221738
AF-P05317-F1-model_v2.pdb	Relative Contact Order: 0.0478595743638724
AF-P05318-F1-model_v2.pdb	Relative Contact Order: 0.0387939159470765
AF-P05319-F1-model_v2.pdb	Relative Contact Order: 0.0392168187593855
AF-P05373-F1-model_v2.pdb	Relative Contact Order: 0.0663818128486393
AF-P05374-F1-model_v2.pdb	Relative Contact Order: 0.0252938117078477
AF-P05375-F1-model_v2.pdb	Relative Contact Order: 0.0731784591179546
AF-P05453-F1-model_v2.pdb	Relative Contact Order: 0.0321667381500283
AF-P05626-F1-model_v2.pdb	Relative Contact Order: 0.00958751215245106
AF-P05694-F1-model_v2.pdb	Relative Contact Order: 0.0465808372600002
AF-P05737-F1-model_v2.pdb	Relative Contact Order: 0.0644947370521857
AF-P05738-F1-model_v2.pdb	Relative Contact Order: 0.0906564151971908
AF-P05739-F1-model_v2.pdb	Relative Contact Order: 0.0716043332742495
AF-P05740-F1-model_v2.pdb	Relative Contact Order: 0.100361603990841
AF-P05743-F1-model_v2.pdb	Relative Contact Order: 0.100102872470905
AF-P05744-F1-model_v2.pdb	Relative Contact Order: 0.15962459419577
AF-P05745-F1-model_v2.pdb	Relative Contact Order: 0.0404295587453482
AF-P05747-F1-model_v2.pdb	Relative Contact Order: 0.0366863694630395
AF-P05748-F1-model_v2.pdb	Relative Contact Order: 0.0638683432574195
AF-P05749-F1-model_v2.pdb	Relative Contact Order: 0.10124146278318
AF-P05750-F1-model_v2.pdb	Relative Contact Order: 0.0435196331024385
AF-P05755-F1-model_v2.pdb	Relative Contact Order: 0.0427482436749497
AF-P05756-F1-model_v2.pdb	Relative Contact Order: 0.0498626968009043
AF-P05759-F1-model_v2.pdb	Relative Contact Order: 0.0545529528208512
AF-P05986-F1-model_v2.pdb	Relative Contact Order: 0.0695968947768628
AF-P06100-F1-model_v2.pdb	Relative Contact Order: 0.0368735469672348
AF-P06101-F1-model_v2.pdb	Relative Contact Order: 0.0206112816013313
AF-P06102-F1-model_v2.pdb	Relative Contact Order: 0.00979885684754885
AF-P06103-F1-model_v2.pdb	Relative Contact Order: 0.027504505892188
AF-P06104-F1-model_v2.pdb	Relative Contact Order: 0.074645000337904
AF-P06105-F1-model_v2.pdb	Relative Contact Order: 0.0111783405171594
AF-P06106-F1-model_v2.pdb	Relative Contact Order: 0.060064613575479
AF-P06115-F1-model_v2.pdb	Relative Contact Order: 0.0609680338040542
AF-P06168-F1-model_v2.pdb	Relative Contact Order: 0.0386497927630308
AF-P06169-F1-model_v2.pdb	Relative Contact Order: 0.0569384985558856
AF-P06174-F1-model_v2.pdb	Relative Contact Order: 0.0776342701203063
AF-P06182-F1-model_v2.pdb	Relative Contact Order: 0.059306270713478
AF-P06197-F1-model_v2.pdb	Relative Contact Order: 0.047246066060559
AF-P06208-F1-model_v2.pdb	Relative Contact Order: 0.0323499497019146
AF-P06242-F1-model_v2.pdb	Relative Contact Order: 0.0606838234868888
AF-P06243-F1-model_v2.pdb	Relative Contact Order: 0.0415736060539052
AF-P06244-F1-model_v2.pdb	Relative Contact Order: 0.0706482834599674
AF-P06245-F1-model_v2.pdb	Relative Contact Order: 0.074383562278809
AF-P06367-F1-model_v2.pdb	Relative Contact Order: 0.0988488161446796
AF-P06633-F1-model_v2.pdb	Relative Contact Order: 0.101210091344063
AF-P06634-F1-model_v2.pdb	Relative Contact Order: 0.0446127150001641
AF-P06700-F1-model_v2.pdb	Relative Contact Order: 0.0451486747238527
AF-P06701-F1-model_v2.pdb	Relative Contact Order: 0.0155530375269625
AF-P06704-F1-model_v2.pdb	Relative Contact Order: 0.0517491589026915
AF-P06738-F1-model_v2.pdb	Relative Contact Order: 0.0438571323445451
AF-P06773-F1-model_v2.pdb	Relative Contact Order: 0.056164821762742
AF-P06774-F1-model_v2.pdb	Relative Contact Order: 0.0120506585411849
AF-P06775-F1-model_v2.pdb	Relative Contact Order: 0.0760804699297193
AF-P06776-F1-model_v2.pdb	Relative Contact Order: 0.0480243835291357
AF-P06777-F1-model_v2.pdb	Relative Contact Order: 0.0358164604521317
AF-P06778-F1-model_v2.pdb	Relative Contact Order: 0.0199835941705886
AF-P06779-F1-model_v2.pdb	Relative Contact Order: 0.0157975947356478
AF-P06780-F1-model_v2.pdb	Relative Contact Order: 0.0830559302440156
AF-P06781-F1-model_v2.pdb	Relative Contact Order: 0.0923365870129073
AF-P06782-F1-model_v2.pdb	Relative Contact Order: 0.0276527255194272
AF-P06783-F1-model_v2.pdb	Relative Contact Order: 0.0433965315507984
AF-P06784-F1-model_v2.pdb	Relative Contact Order: 0.0334295724455521
AF-P06785-F1-model_v2.pdb	Relative Contact Order: 0.108710803180181
AF-P06786-F1-model_v2.pdb	Relative Contact Order: 0.0176672397111041
AF-P06787-F1-model_v2.pdb	Relative Contact Order: 0.0451313088286625
AF-P06838-F1-model_v2.pdb	Relative Contact Order: 0.0486603218018672
AF-P06839-F1-model_v2.pdb	Relative Contact Order: 0.0536303781874927
AF-P06843-F1-model_v2.pdb	Relative Contact Order: 0.00605962872414682
AF-P06844-F1-model_v2.pdb	Relative Contact Order: 0.0716910217718082
AF-P07143-F1-model_v2.pdb	Relative Contact Order: 0.055831476557786
AF-P07149-F1-model_v2.pdb	Relative Contact Order: 0.0164922166261696
AF-P07170-F1-model_v2.pdb	Relative Contact Order: 0.0919516305910344
AF-P07172-F1-model_v2.pdb	Relative Contact Order: 0.0619784146459219
AF-P07213-F1-model_v2.pdb	Relative Contact Order: 0.0324547228454991
AF-P07236-F1-model_v2.pdb	Relative Contact Order: 0.0564317939256462
AF-P07244-F1-model_v2.pdb	Relative Contact Order: 0.0370630168257159
AF-P07245-F1-model_v2.pdb	Relative Contact Order: 0.0451888715525367
AF-P07246-F1-model_v2.pdb	Relative Contact Order: 0.0728206035767511
AF-P07248-F1-model_v2.pdb	Relative Contact Order: 0.0178398624047572
AF-P07249-F1-model_v2.pdb	Relative Contact Order: 0.0179040654082264
AF-P07250-F1-model_v2.pdb	Relative Contact Order: 0.087329796444506
AF-P07251-F1-model_v2.pdb	Relative Contact Order: 0.0481213936399356
AF-P07252-F1-model_v2.pdb	Relative Contact Order: 0.0216646326719294
AF-P07253-F1-model_v2.pdb	Relative Contact Order: 0.0409246693399699
AF-P07255-F1-model_v2.pdb	Relative Contact Order: 0.04057179691351
AF-P07256-F1-model_v2.pdb	Relative Contact Order: 0.0687085388211502
AF-P07257-F1-model_v2.pdb	Relative Contact Order: 0.081074987316583
AF-P07258-F1-model_v2.pdb	Relative Contact Order: 0.0649793831699287
AF-P07259-F1-model_v2.pdb	Relative Contact Order: 0.0208644485240384
AF-P07260-F1-model_v2.pdb	Relative Contact Order: 0.0753146140779385
AF-P07261-F1-model_v2.pdb	Relative Contact Order: 0.0117970311386981
AF-P07262-F1-model_v2.pdb	Relative Contact Order: 0.0686681474783472
AF-P07263-F1-model_v2.pdb	Relative Contact Order: 0.0503058191465974
AF-P07264-F1-model_v2.pdb	Relative Contact Order: 0.0628884083665597
AF-P07266-F1-model_v2.pdb	Relative Contact Order: 0.0818490448052131
AF-P07267-F1-model_v2.pdb	Relative Contact Order: 0.0668339032158417
AF-P07269-F1-model_v2.pdb	Relative Contact Order: 0.0264784050970205
AF-P07270-F1-model_v2.pdb	Relative Contact Order: 0.00692489426381179
AF-P07271-F1-model_v2.pdb	Relative Contact Order: 0.0418030057567706
AF-P07272-F1-model_v2.pdb	Relative Contact Order: 0.0257031621876169
AF-P07273-F1-model_v2.pdb	Relative Contact Order: 0.0214658395864558
AF-P07274-F1-model_v2.pdb	Relative Contact Order: 0.105783957584243
AF-P07275-F1-model_v2.pdb	Relative Contact Order: 0.0657680999940195
AF-P07276-F1-model_v2.pdb	Relative Contact Order: 0.052840576923203
AF-P07277-F1-model_v2.pdb	Relative Contact Order: 0.0844607824020845
AF-P07278-F1-model_v2.pdb	Relative Contact Order: 0.0336632143953291
AF-P07280-F1-model_v2.pdb	Relative Contact Order: 0.0930082248999345
AF-P07281-F1-model_v2.pdb	Relative Contact Order: 0.0933879601114533
AF-P07283-F1-model_v2.pdb	Relative Contact Order: 0.0851322807497234
AF-P07284-F1-model_v2.pdb	Relative Contact Order: 0.0782484772255244
AF-P07285-F1-model_v2.pdb	Relative Contact Order: 0.0688195789875222
AF-P07286-F1-model_v2.pdb	Relative Contact Order: 0.0533737354146382
AF-P07342-F1-model_v2.pdb	Relative Contact Order: 0.0437956030562814
AF-P07347-F1-model_v2.pdb	Relative Contact Order: 0.0559940888119954
AF-P07390-F1-model_v2.pdb	Relative Contact Order: 0.0252345402373825
AF-P07560-F1-model_v2.pdb	Relative Contact Order: 0.0790490363102691
AF-P07702-F1-model_v2.pdb	Relative Contact Order: 0.0250457124370631
AF-P07703-F1-model_v2.pdb	Relative Contact Order: 0.100368043442228
AF-P07806-F1-model_v2.pdb	Relative Contact Order: 0.0391726314556027
AF-P07807-F1-model_v2.pdb	Relative Contact Order: 0.123952345314577
AF-P07834-F1-model_v2.pdb	Relative Contact Order: 0.0273224935224631
AF-P07866-F1-model_v2.pdb	Relative Contact Order: 0.0198620596348883
AF-P07884-F1-model_v2.pdb	Relative Contact Order: 0.0559884972126872
AF-P07991-F1-model_v2.pdb	Relative Contact Order: 0.0840536913884792
AF-P08004-F1-model_v2.pdb	Relative Contact Order: 0.0341574955724919
AF-P08018-F1-model_v2.pdb	Relative Contact Order: 0.0275018365651403
AF-P08019-F1-model_v2.pdb	Relative Contact Order: 0.0668017731415659
AF-P08067-F1-model_v2.pdb	Relative Contact Order: 0.056110387714009
AF-P08153-F1-model_v2.pdb	Relative Contact Order: 0.00394483714103997
AF-P08417-F1-model_v2.pdb	Relative Contact Order: 0.0449640358895383
AF-P08425-F1-model_v2.pdb	Relative Contact Order: 0.0626176356348825
AF-P08431-F1-model_v2.pdb	Relative Contact Order: 0.0829775996069191
AF-P08432-F1-model_v2.pdb	Relative Contact Order: 0.0762710241969285
AF-P08456-F1-model_v2.pdb	Relative Contact Order: 0.0526055132761419
AF-P08458-F1-model_v2.pdb	Relative Contact Order: 0.0647676775919743
AF-P08459-F1-model_v2.pdb	Relative Contact Order: 0.0195041228322081
AF-P08465-F1-model_v2.pdb	Relative Contact Order: 0.0796614603042525
AF-P08466-F1-model_v2.pdb	Relative Contact Order: 0.0530745257540687
AF-P08468-F1-model_v2.pdb	Relative Contact Order: 0.0223519485091532
AF-P08518-F1-model_v2.pdb	Relative Contact Order: 0.0359156677519507
AF-P08521-F1-model_v2.pdb	Relative Contact Order: 0.0873565380997178
AF-P08524-F1-model_v2.pdb	Relative Contact Order: 0.0498570353799918
AF-P08525-F1-model_v2.pdb	Relative Contact Order: 0.0249825654799095
AF-P08536-F1-model_v2.pdb	Relative Contact Order: 0.0484767471808128
AF-P08539-F1-model_v2.pdb	Relative Contact Order: 0.064730415496148
AF-P08566-F1-model_v2.pdb	Relative Contact Order: 0.0187931569867608
AF-P08593-F1-model_v2.pdb	Relative Contact Order: 0.0833529738489416
AF-P08638-F1-model_v2.pdb	Relative Contact Order: 0.0229949576527867
AF-P08640-F1-model_v2.pdb	Relative Contact Order: 0.0112120493346307
AF-P08678-F1-model_v2.pdb	Relative Contact Order: 0.0167425747254783
AF-P08679-F1-model_v2.pdb	Relative Contact Order: 0.0619575443121402
AF-P08964-F1-model_v2.pdb	Relative Contact Order: 0.0128700919350937
AF-P09007-F1-model_v2.pdb	Relative Contact Order: 0.013623908189708
AF-P09032-F1-model_v2.pdb	Relative Contact Order: 0.0560922725014357
AF-P09064-F1-model_v2.pdb	Relative Contact Order: 0.0238428410086743
AF-P09119-F1-model_v2.pdb	Relative Contact Order: 0.0376086149447
AF-P09201-F1-model_v2.pdb	Relative Contact Order: 0.0609051454918161
AF-P09232-F1-model_v2.pdb	Relative Contact Order: 0.0390418428009043
AF-P09368-F1-model_v2.pdb	Relative Contact Order: 0.0671949626433705
AF-P09435-F1-model_v2.pdb	Relative Contact Order: 0.0416016159868939
AF-P09436-F1-model_v2.pdb	Relative Contact Order: 0.042714037501963
AF-P09440-F1-model_v2.pdb	Relative Contact Order: 0.0443244311512266
AF-P09457-F1-model_v2.pdb	Relative Contact Order: 0.0475656573698131
AF-P09547-F1-model_v2.pdb	Relative Contact Order: 0.0110419179366639
AF-P09620-F1-model_v2.pdb	Relative Contact Order: 0.0392750341879313
AF-P09624-F1-model_v2.pdb	Relative Contact Order: 0.0527511212935267
AF-P09733-F1-model_v2.pdb	Relative Contact Order: 0.0657014817375158
AF-P09734-F1-model_v2.pdb	Relative Contact Order: 0.0655981018310187
AF-P09798-F1-model_v2.pdb	Relative Contact Order: 0.0234621853158862
AF-P09880-F1-model_v2.pdb	Relative Contact Order: 0.0288590852983293
AF-P09932-F1-model_v2.pdb	Relative Contact Order: 0.0785835137907922
AF-P09937-F1-model_v2.pdb	Relative Contact Order: 0.0207097920713977
AF-P09938-F1-model_v2.pdb	Relative Contact Order: 0.0524572393923531
AF-P09950-F1-model_v2.pdb	Relative Contact Order: 0.064735378993515
AF-P09959-F1-model_v2.pdb	Relative Contact Order: 0.0154669863978481
AF-P0C074-F1-model_v2.pdb	Relative Contact Order: 0.0466478407247772
AF-P0C0T4-F1-model_v2.pdb	Relative Contact Order: 0.0531488473880555
AF-P0C0V2-F1-model_v2.pdb	Relative Contact Order: 0.0462622086117161
AF-P0C0V8-F1-model_v2.pdb	Relative Contact Order: 0.0710243929043782
AF-P0C0W1-F1-model_v2.pdb	Relative Contact Order: 0.10178701140108
AF-P0C0W9-F1-model_v2.pdb	Relative Contact Order: 0.109392168118642
AF-P0C0X0-F1-model_v2.pdb	Relative Contact Order: 0.163408034641723
AF-P0C1Z1-F1-model_v2.pdb	Relative Contact Order: 0.0746873664327373
AF-P0C268-F1-model_v2.pdb	Relative Contact Order: 0.0367532941525594
AF-P0C269-F1-model_v2.pdb	Relative Contact Order: 0.0563197243151685
AF-P0C270-F1-model_v2.pdb	Relative Contact Order: 0.0642810683361112
AF-P0C271-F1-model_v2.pdb	Relative Contact Order: 0.0371998187584957
AF-P0C272-F1-model_v2.pdb	Relative Contact Order: 0.0316429602143888
AF-P0C289-F1-model_v2.pdb	Relative Contact Order: 0.0490448177198954
AF-P0C2H6-F1-model_v2.pdb	Relative Contact Order: 0.114021610957413
AF-P0C2H7-F1-model_v2.pdb	Relative Contact Order: 0.115417783130877
AF-P0C2H8-F1-model_v2.pdb	Relative Contact Order: 0.141410500027146
AF-P0C2H9-F1-model_v2.pdb	Relative Contact Order: 0.141841613090492
AF-P0C2I2-F1-model_v2.pdb	Relative Contact Order: 0.0260024289520748
AF-P0C2I3-F1-model_v2.pdb	Relative Contact Order: 0.021678447786306
AF-P0C2I4-F1-model_v2.pdb	Relative Contact Order: 0.0126174024015402
AF-P0C2I5-F1-model_v2.pdb	Relative Contact Order: 0.0232643252200985
AF-P0C2I6-F1-model_v2.pdb	Relative Contact Order: 0.0252989964248565
AF-P0C2I8-F1-model_v2.pdb	Relative Contact Order: 0.0160087601302618
AF-P0C2I9-F1-model_v2.pdb	Relative Contact Order: 0.0191524241444671
AF-P0C2J0-F1-model_v2.pdb	Relative Contact Order: 0.0270335156722886
AF-P0C2J1-F1-model_v2.pdb	Relative Contact Order: 0.0262078107689748
AF-P0C2J3-F1-model_v2.pdb	Relative Contact Order: 0.0262519924248365
AF-P0C2J4-F1-model_v2.pdb	Relative Contact Order: 0.0135397537726355
AF-P0C2J7-F1-model_v2.pdb	Relative Contact Order: 0.0134418152445491
AF-P0C5K9-F1-model_v2.pdb	Relative Contact Order: 0.0859716078295313
